Alpha,Cl,Cd
8.39,0.855671,0.046732
8.40,0.856136,0.046849
8.41,0.856596,0.046967
8.42,0.857051,0.047086
8.43,0.857501,0.047206
8.44,0.857946,0.047326
8.45,0.858386,0.047447
8.46,0.858821,0.047569
8.47,0.859249,0.047691
8.48,0.859672,0.047815
8.49,0.860089,0.047939
8.50,0.860500,0.048064
8.51,0.860905,0.048190
8.52,0.861303,0.048317
8.53,0.861696,0.048444
8.54,0.862082,0.048573
8.55,0.862462,0.048702
8.56,0.862836,0.048832
8.57,0.863204,0.048962
8.58,0.863566,0.049093
8.59,0.863922,0.049225
8.60,0.864272,0.049357
8.61,0.864616,0.049490
8.62,0.864954,0.049624
8.63,0.865286,0.049758
8.64,0.865612,0.049892
8.65,0.865933,0.050027
8.66,0.866248,0.050162
8.67,0.866557,0.050297
8.68,0.866860,0.050433
8.69,0.867157,0.050569
8.70,0.867449,0.050705
8.71,0.867735,0.050842
8.72,0.868016,0.050978
8.73,0.868291,0.051115
8.74,0.868560,0.051252
8.75,0.872700,0.050940
8.76,0.869082,0.051526
8.77,0.869334,0.051663
8.78,0.869578,0.051801
8.79,0.869814,0.051939
8.80,0.870041,0.052077
8.81,0.870257,0.052217
8.82,0.870463,0.052357
8.83,0.870657,0.052498
8.84,0.870837,0.052641
8.85,0.871004,0.052785
8.86,0.871156,0.052930
8.87,0.871292,0.053077
8.88,0.871412,0.053226
8.89,0.871514,0.053377
8.90,0.871598,0.053530
8.91,0.871662,0.053685
8.92,0.871706,0.053843
8.93,0.871729,0.054003
8.94,0.871729,0.054166
8.95,0.871707,0.054331
8.96,0.871660,0.054500
8.97,0.871588,0.054671
8.98,0.871491,0.054846
8.99,0.871366,0.055025
9.00,0.871214,0.055207
9.01,0.871034,0.055392
9.02,0.870829,0.055581
9.03,0.870601,0.055772
9.04,0.870354,0.055966
9.05,0.870091,0.056161
9.06,0.869815,0.056358
9.07,0.869530,0.056555
9.08,0.869238,0.056752
9.09,0.868944,0.056949
9.10,0.868649,0.057146
9.11,0.868357,0.057341
9.12,0.868072,0.057534
9.13,0.867797,0.057724
9.14,0.867534,0.057912
9.15,0.867287,0.058097
9.16,0.867059,0.058278
9.17,0.866853,0.058454
9.18,0.866673,0.058626
9.19,0.866522,0.058792
9.20,0.866403,0.058952
9.21,0.866318,0.059106
9.22,0.866272,0.059253
9.23,0.866268,0.059393
9.24,0.866308,0.059525
9.25,0.866395,0.059648
9.26,0.866532,0.059763
9.27,0.866713,0.059870
9.28,0.866932,0.059970
9.29,0.867180,0.060065
9.30,0.867451,0.060154
9.31,0.867739,0.060241
9.32,0.868036,0.060324
9.33,0.868336,0.060406
9.34,0.868631,0.060488
9.35,0.868914,0.060570
9.36,0.869179,0.060654
9.37,0.869419,0.060741
9.38,0.869626,0.060831
9.39,0.869794,0.060926
9.40,0.869916,0.061027
9.41,0.869984,0.061134
9.42,0.869993,0.061250
9.43,0.869934,0.061375
9.44,0.869801,0.061509
9.45,0.869588,0.061655
9.46,0.869286,0.061813
9.47,0.868890,0.061984
9.48,0.868391,0.062170
9.49,0.867785,0.062370
9.50,0.867062,0.062587
9.51,0.866219,0.062821
9.52,0.865259,0.063072
9.53,0.864190,0.063338
9.54,0.863016,0.063620
9.55,0.861744,0.063916
9.56,0.860380,0.064226
9.57,0.858931,0.064548
9.58,0.857402,0.064882
9.59,0.855800,0.065228
9.60,0.854130,0.065584
9.61,0.852400,0.065950
9.62,0.850615,0.066324
9.63,0.848781,0.066707
9.64,0.846905,0.067098
9.65,0.844992,0.067494
9.66,0.843049,0.067897
9.67,0.841083,0.068305
9.68,0.839098,0.068717
9.69,0.837102,0.069133
9.70,0.835100,0.069552
9.71,0.833099,0.069972
9.72,0.831104,0.070394
9.73,0.829123,0.070817
9.74,0.827161,0.071239
9.75,0.825224,0.071660
9.76,0.823317,0.072079
9.77,0.821439,0.072497
9.78,0.819587,0.072914
9.79,0.817758,0.073330
9.80,0.815950,0.073745
9.81,0.814159,0.074160
9.82,0.812384,0.074575
9.83,0.810621,0.074990
9.84,0.808868,0.075406
9.85,0.807122,0.075823
9.86,0.805380,0.076240
9.87,0.803640,0.076660
9.88,0.801899,0.077081
9.89,0.800153,0.077504
9.90,0.798402,0.077930
9.91,0.796640,0.078358
9.92,0.794867,0.078789
9.93,0.793079,0.079224
9.94,0.791274,0.079662
9.95,0.789448,0.080104
9.96,0.787599,0.080550
9.97,0.785725,0.081001
9.98,0.783823,0.081456
9.99,0.781889,0.081917
10.00,0.819800,0.075800
10.01,0.777918,0.082854
10.02,0.775878,0.083332
10.03,0.773803,0.083815
10.04,0.771693,0.084303
10.05,0.769547,0.084797
10.06,0.767368,0.085297
10.07,0.765154,0.085802
10.08,0.762907,0.086313
10.09,0.760626,0.086829
10.10,0.758313,0.087351
10.11,0.755967,0.087878
10.12,0.753590,0.088410
10.13,0.751181,0.088948
10.14,0.748741,0.089492
10.15,0.746270,0.090040
10.16,0.743770,0.090594
10.17,0.741239,0.091154
10.18,0.738679,0.091718
10.19,0.736090,0.092288
10.20,0.733473,0.092863
10.21,0.730827,0.093443
10.22,0.728154,0.094029
10.23,0.725453,0.094619
10.24,0.722725,0.095215
10.25,0.649900,0.105410
10.26,0.717192,0.096422
10.27,0.714387,0.097032
10.28,0.711558,0.097648
10.29,0.708706,0.098268
10.30,0.705833,0.098892
10.31,0.702938,0.099520
10.32,0.700024,0.100152
10.33,0.697091,0.100788
10.34,0.694141,0.101427
10.35,0.691173,0.102070
10.36,0.688191,0.102715
10.37,0.685193,0.103363
10.38,0.682182,0.104014
10.39,0.679159,0.104668
10.40,0.676124,0.105324
10.41,0.673078,0.105981
10.42,0.670024,0.106641
10.43,0.666961,0.107302
10.44,0.663890,0.107965
10.45,0.660814,0.108628
10.46,0.657732,0.109293
10.47,0.654646,0.109959
10.48,0.651557,0.110625
10.49,0.648466,0.111292
10.50,0.645374,0.111959
